,smiles
478,Cc1cc(C)c(-c2c3cc(-c4ccc(-c5ccc(-c6cccs6)c6nsnc56)s4)sc3c(-c3sc(C)cc3C)c3ccsc23)s1
479,Cc1cc(C)c(-c2cc(C)c(C3=C4C(=O)CC(c5sc(-c6oc(N)cc6C)cc5C)=C4C(=O)N3)s2)o1
480,Cc1cc(C)c(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6cc(C)c(-c7cc(C)c(C)cc7C)cc6C)cc5)=C4C(=O)N3C)cc2)cc1C
481,Cc1cc(C)c(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6occc6C)o5)=C4C(=O)N3C)o2)o1
482,Cc1cc(C)c(-c2cnc(C3=C4C(=O)N(S)C(c5cnc(-c6cc(C)c(C)cc6C)s5)=C4C(=O)N3S)s2)s1
483,Cc1cc(C)cc(-c2ccc(N(c3ccc(-c4cc(C)cc(C)c4)cc3)c3ccc(-c4cc5c(s4)-c4sc(C=C(C#N)C(=O)O)cc4C5(C)C)cc3)cc2)c1
484,Cc1cc(C2=C3C(=O)N(C)C(c4cc(C)c(C)s4)=C3C(=O)N2C)oc1C
485,Cc1cc(C=C(C#N)C(=O)O)sc1-c1cc(C)c(-c2cc(C)c(-c3cc4ccc(N(c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4s3)s2)s1
486,Cc1cc(C=Cc2ccc(N)cc2)sc1C=CC1=C(C#N)C(=C(C#N)C#N)CC1
487,Cc1cc(N)c(-c2nc3sc(-c4cc5c(s4)-c4sc(C)c(C)c4C5(N)N)nc3s2)s1
488,Cc1cc(O)c(-c2cc3c(s2)-c2sc(-c4sc(-c5sc(/C=C/c6cc(O)c(C)s6)cc5O)cc4O)cc2[Si]3(O)O)s1
489,Cc1cc(O)c(/C=C/c2sc(-c3sc(-c4cc5c(O)c6sc(-c7cc(O)c(C)s7)cc6c(O)c5s4)cc3O)cc2O)s1
490,Cc1cc(O)c(C(O)=C(O)c2sc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(O)c(C)s6)cc4[Si]5(O)O)cc3O)cc2O)s1
491,Cc1cc(S)c(-c2ccc(-c3ccc(-c4sc(-c5cc6c(=O)n(S)c(=O)c7cc(C)c8c(=O)n(S)c(=O)c5c8c76)cc4S)s3)s2)s1
492,Cc1cc(S)c(-c2nc3c(S)c4sc(-c5sc(-c6cc7c(s6)-c6sc(C)cc6[Si]7(S)S)cc5S)nc4c(S)c3s2)s1
493,Cc1cc(S)c(/C=C/c2sc(-c3cc(S)c(-c4ccc(-c5ccc(-c6sc(C)cc6S)s5)s4)s3)cc2S)s1
494,Cc1cc(S)c(/C=C/c2sc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(S)c(C)s6)cc4[Si]5(S)S)cc3S)cc2S)s1
495,Cc1cc(S)c2c(c1S)C(c1c(S)c(S)cc(S)c1S)=C[SH]2C
496,Cc1cc2c(-c3cccs3)c3sc(-c4ccc(-c5ccc(-c6ccc(-c7cc8c(-c9cccs9)c9sc(-c%10ccc(-c%11ccc(-c%12cccs%12)c%12nsnc%11%12)s%10)cc9c(-c9cccs9)c8s7)s6)c6nsnc56)s4)cc3c(-c3cccs3)c2s1
497,Cc1cc2c(=C3C=CC=C3)n(C3C=CC=C3)c(=C3C=CC=C3)c3cc(C4C=CC=C4)c4c5ccc6c(=C7C=CC=C7)n(C7C=CC=C7)c(=C7C=CC=C7)c7ccc(c1c4c23)c5c76
498,Cc1cc2c(=O)n(-c3ccccc3)c(=O)c3cc(C)c4c5ccc(-c6c7ccccc7cc7c(-c8ccc9c%10c(C)cc%11c(=O)n(-c%12ccccc%12)c(=O)c%12cc(C)c(c%13cccc8c%139)c%10c%12%11)c8ccccc8cc67)c6cccc(c1c4c23)c65
499,Cc1cc2c(=O)n(-c3cccs3)c(=O)c3cc(-c4sc(-c5cc6c(C)c7sc(-c8cc(C)c(C)s8)cc7c(C)c6s5)cc4C)sc3c2s1
500,Cc1cc2c(=O)n(C)c(=O)c3cc(-c4sc(/N=N/c5sc(C)c(C)c5C)c(C)c4C)sc3c2s1
501,Cc1cc2c(C)c(-c3ccccc3)c3cc(-c4ccc(C5=c6ccc7c8c(ccc7c6N(c6ccccc6)C5=O)=C(c5ccc(C)c(-c6ccccc6)c5)C(=O)N8c5ccccc5)cc4-c4ccccc4)sc3c2s1
502,Cc1cc2c(C)c(C)c3cc(-c4ccc(C5=c6ccc7c8c(ccc7c6N(C)C5=O)=C(c5ccc(C)c(C)c5)C(=O)N8C)cc4C)sc3c2s1
503,Cc1cc2c(C)c(C)c3cc(C4=C5C(=O)N(N)C(c6cc7c(C)c(C)c8cc(-c9sc(C)c%10c9C(=O)N(C)C%10=O)sc8c7s6)=C5C(=O)N4N)sc3c2s1
504,Cc1cc2c(C)c3sc(-c4sc(-c5c6c(c(-c7cc(C)c(C)s7)c7c5=NCN=7)C(=O)N(C)C6=O)cc4C)cc3c(C)c2s1
505,Cc1cc2c(C)c3sc(-c4sc(-c5cc6c(C)c7sc(-c8c(F)c(F)c(C)c9nccnc89)cc7c(C)c6s5)c5c4C(=O)N(N)C5=O)cc3c(C)c2s1
506,Cc1cc2c(C)c3sc(C4=C5C(=O)N(O)C(c6cc7c(C)c8sc(-c9cc%10c(C)c%11sc(C)cc%11c(C)c%10s9)cc8c(C)c7s6)=C5C(=O)N4O)cc3c(C)c2s1
507,Cc1cc2c(ON)c3sc(-c4sc(-c5cc6c(ON)c7sc(-c8ccc(-c9ccc(N(c%10ccc(N)cc%10)c%10ccc(-c%11ccc(C)c%12nsnc%11%12)cc%10)cc9)c9nsnc89)cc7c(ON)c6s5)c5c4C(=O)N(N)C5=O)cc3c(ON)c2s1
508,Cc1cc2c(OS)c3sc(-c4sc(-c5cc6c(OS)c7sc(-c8ccc(C)c9nn(S)nc89)cc7c(OS)c6s5)c5c4C(=O)N(S)C5=O)cc3c(OS)c2s1
509,Cc1cc2c(Oc3ccccc3)c3sc(-c4ccc(-c5ccc(-c6ccc(-c7cc8c(Oc9ccccc9)c9sc(-c%10sc(-c%11ccc(-c%12cc(C)c(C)s%12)c%12nsnc%11%12)cc%10C)cc9c(Oc9ccccc9)c8s7)s6)c6nsnc56)s4)cc3c(Oc3ccccc3)c2s1
510,Cc1cc2c(cc1C)c1cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc45)s3)sc1c1sccc21
511,Cc1cc2c(oc3cc(C4=C5C(=O)NC(c6cc(C)c7c(c6)oc6c(C)c(C)c(C)cc67)=C5C(=O)C4)cc(C)c32)c(C)c1C
512,Cc1cc2c(s1)-c1cc3c(cc1C2(C)C)-c1sc(-c2ccc(C)c4nsnc24)cc1C3(C)C
513,Cc1cc2c(s1)-c1sc(-c3c(F)cc(-c4cc5c(s4)-c4cc6c(cc4C5=C(C#N)C#N)C(=O)C(=Cc4cc(F)c(C)s4)C6=C(C#N)C#N)c4nsnc34)cc1[Si]2(C)C
514,Cc1cc2c(s1)-c1sc(-c3cc4c(=O)n(-c5ccccc5)c(=O)c5c(C)cc6c(=O)n(-c7ccccc7)c(=O)c3c6c45)cc1[Si]2(C)C
515,Cc1cc2c(s1)-c1sc(-c3cc4c(=O)n(-c5ccccc5)c(=O)c5cc(C)c6c(=O)n(-c7ccccc7)c(=O)c3c6c54)cc1C21OCCO1
516,Cc1cc2c(s1)-c1sc(-c3cc4c5ccc6c(=O)n(N)c(=O)c7cc(C)c(c8ccc9c(=O)n(N)c(=O)c3c9c48)c5c67)cc1[Si]2(C)C
517,Cc1cc2c(s1)-c1sc(-c3nc4c(-c5ccccc5)c5sc(-c6cc7c(s6)-c6sc(C)cc6[Si]7(c6ccccc6)c6ccccc6)nc5c(-c5ccccc5)c4s3)cc1[Si]2(c1ccccc1)c1ccccc1
518,Cc1cc2c(s1)-c1sc(-c3nc4sc(-c5cc6c(s5)-c5sc(C)cc5[Si]6(O)O)nc4s3)cc1[Si]2(O)O
519,Cc1cc2c(s1)-c1sc(-c3nc4sc(-c5cc6c(s5)-c5sc(C)cc5[Si]6(S)S)nc4s3)cc1[Si]2(S)S
520,Cc1cc2c(s1)-c1sc(-c3sc(-c4cc5c(s4)-c4sc(-c6ccc(C)c7nsnc67)cc4[SiH2]5)c4c3C(=O)NC4=O)cc1[SiH2]2
521,Cc1cc2c(s1)-c1sc(-c3sc(-c4cc5c(s4)-c4sc(-c6ccc(C)c7nsnc67)cc4[Si]5(c4ccccc4)c4ccccc4)c4c3C(=O)N(c3ccccc3)C4=O)cc1[Si]2(c1ccccc1)c1ccccc1
522,Cc1cc2c(s1)-c1sc(-c3sc(C(O)=C(O)c4sc(C)c(O)c4O)c(O)c3O)cc1[Si]2(O)O
523,Cc1cc2c(s1)-c1sc(-c3sccc3C3=C4C(=O)N(C)C(c5sccc5C)=C4C(=O)N3C)cc1C(C)(C)C2
524,Cc1cc2c(s1)-c1sc(C)cc1C2=C1C=CC=C1
525,Cc1cc2c(s1)-c1sc3c(c1C2(c1ccccc1)c1ccccc1)c(=O)c1cc2c(cc13)c(=O)c1c3c(sc12)-c1sc(C)cc1C3(c1ccccc1)c1ccccc1
526,Cc1cc2c(s1)-c1sc3c(c1C2)C(N)(N)c1cc2c(cc1-3)C(N)(N)c1c-2sc2c1Cc1cc(-c3c(N)c(N)c(C)c4nsnc34)sc1-2
527,Cc1cc2c(s1)-c1sc3c(c1C2)c(=O)c1cc2c(cc13)c(=O)c1c3c(sc12)-c1sc(-c2ccc(C)c4nsnc24)cc1C3
528,Cc1cc2c(s1)-c1sc3c(c1C2=O)Cc1cc2c(cc1-3)Cc1c-2sc2c1C(=O)c1cc(C)sc1-2
529,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(C)C)-c1sc(-c2cc3c5nc6ccccc6nc5c5cc(C)sc5c3s2)cc1C4(C)C
530,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(C)C)-c1sc(-c2sc(C)c3c2C(=O)N(C)C3=O)cc1C4(C)C
531,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(N)N)-c1sc(-c2ccc(C)c3nsnc23)cc1C4(N)N
532,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(O)O)-c1sc(-c2cc(F)c(C)c3nsnc23)cc1C4(O)O
533,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(O)O)-c1sc(-c2sc(-c3sc(-c5cc6c(s5)-c5sc7c8c(sc7c5C6(O)O)-c5sc(-c6c(F)c(F)c(C)c7nsnc67)cc5C8(O)O)c5c3C(=O)N(O)C5=O)c3c2C(=O)N(O)C3=O)cc1C4(O)O
534,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(O)O)-c1sc(-c2sc(-c3sc(-c5cc6c(s5)-c5sc7c8c(sc7c5C6(O)O)-c5sc(-c6sc(C)c7c6C(=O)C(O)(O)C7=O)cc5C8(O)O)c5c3C(=O)C(O)(O)C5=O)c3c2C(=O)C(O)(O)C3=O)cc1C4(O)O
535,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(O)O)-c1sc(-c2sc(-c3sc(-c5cc6c(s5)-c5sc7c8c(sc7c5C6(O)O)-c5sc(-c6sc(C)c7c6C(=O)C(O)(O)C7=O)cc5C8(O)O)c5c3C(=O)N(O)C5=O)c3c2C(=O)N(O)C3=O)cc1C4(O)O
536,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(S)S)-c1sc(-c2ccc(C)c3nc(C(F)(F)F)c(C(F)(F)F)nc23)cc1C4(S)S
537,Cc1cc2c(s1)-c1sc3c4c(sc3c1C2(S)S)-c1sc(-c2sc(-c3sc(-c5cc6c(s5)-c5sc7c8c(sc7c5C6(S)S)-c5sc(-c6sc(C)c7c6C(=O)N(S)C7=O)cc5C8(S)S)c5c3C(=O)N(S)C5=O)c3c2C(=O)N(S)C3=O)cc1C4(S)S
538,Cc1cc2c(s1)C=CN1C(=O)C3=C4c5ccsc5C=CN4C(=O)C3=C21
539,Cc1cc2c3cc(C)sc3c3nc4c(-c5ccc(-c6ccc7c(c6)C(C)(C)c6cc(-c8cccs8)ccc6-7)s5)cccc4nc3c2s1
540,Cc1cc2c3cc(C)sc3c3nc4c(-c5ccc(-c6ccc7c8ccccc8n(C)c7c6)s5)ccc(-c5cccs5)c4nc3c2s1
541,Cc1cc2cc3c(C#C[Si](C)(C)C)c4cc5sc(C)cc5cc4c(C#C[Si](C)(C)C)c3cc2s1
542,Cc1cc2cc3sc(-c4cc5sc(C6=c7cc8c(cc7NC6=O)=C(c6cc7sc(C)cc7s6)C(=O)N8)cc5s4)cc3cc2s1
543,Cc1cc2ccc3cc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(C)s7)=C6C(=O)N5C)s4)oc3c2o1
544,Cc1cc2ccc3cc(-c4ccc(C5=C6C(=O)N(c7ccccc7)C(c7ccc(-c8ccccc8)o7)=C6C(=O)N5c5ccccc5)s4)sc3c2s1
545,Cc1cc2nc3cc(C)c4c(C)c(=O)c(C(C)(C)C)cc4c3oc2c2cc(C(C)(C)C)c(O)c(C)c12
546,Cc1cc2sc(-c3cc(O)c(-c4sc(-c5cc6sc(-c7sc(-c8ccc(C9=C%10C(=O)N(O)C(c%11ccc(-c%12cc(O)c(C)s%12)s%11)=C%10C(=O)N9O)s8)cc7O)cc6s5)cc4O)s3)cc2s1
547,Cc1cc2sc(-c3cc4c(o3)C3=C5C(=O)N6C=Cc7ccoc7C6=C5C(=O)N3C=C4)cc2s1
548,Cc1cc2sc(-c3ccc(-c4c5c(c(-c6cccs6)c6c4=NCN=6)C(=O)NC5=O)s3)cc2s1
549,Cc1cc2sc(-c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(-c8ccc(S)s8)s7)=C6C(=O)N5C)s4)s3)cc2s1
550,Cc1cc2sc(-c3ccc(-c4ccc(C5=C6C(=O)N(c7ccccc7)C(c7ccc(-c8ccc(-c9ccccc9)s8)s7)=C6C(=O)N5c5ccccc5)s4)s3)cc2s1
551,Cc1cc2sc(-c3sc(-c4c5c(c(-c6cc(C)c(C)s6)c6c4=NCN=6)C(=O)N(C)C5=O)cc3C)cc2s1
552,Cc1cc2sc(-c3sc(-c4c5c(c(-c6cc(S)c(S)s6)c6c4=NCN=6)C(=O)N(S)C5=O)cc3S)cc2s1
553,Cc1cc2sc(C3=C4C(=O)N(C)C(c5cc6sc(-c7cc8c(S)c9sc(C)cc9c(S)c8s7)cc6s5)=C4C(=O)N3C)cc2s1
554,Cc1cc2sc(C3=C4C(=O)N(c5ccccc5)C(c5cc6sc(-c7ccccc7)cc6s5)=C4C(=O)N3c3ccccc3)cc2s1
555,Cc1ccc(-c2c(C)c(C)c(-c3ccc(-c4c5c(c(-c6ccc(-c7cc8c(s7)-c7sc(C)cc7[Si]8(C)C)s6)c6c4=NCN=6)C(=O)N(C)C5=O)s3)c3nsnc23)s1
556,Cc1ccc(-c2c3c(c(=C4C=CC=C4)n2-c2ccccc2)=C(C2=CC=C(C4OCCO4)C2)N(c2ccccc2)C3=O)cc1
557,Cc1ccc(-c2c3cc(-c4cc5sc(-c6c(C)c(C)c(-c7cc8sccc8s7)c7nsnc67)cc5s4)sc3c(-c3ccc(C)s3)c3cc(C)sc23)s1
558,Cc1ccc(-c2c3cc(-c4cc5sc(C6=C7C(=O)N(C)C(c8cc9sccc9s8)=C7C(=O)N6C)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1
559,Cc1ccc(-c2c3cc(-c4ccc(-c5c(Cl)cc(-c6ccc(-c7cc8c(-c9ccc(C)s9)c9sc(-c%10ccc(-c%11ccc(-c%12cccs%12)c%12nsnc%11%12)s%10)cc9c(-c9ccc(C)s9)c8s7)s6)c6nsnc56)s4)sc3c(-c3ccc(C)s3)c3cc(C)sc23)s1
560,Cc1ccc(-c2c3cc(-c4ccc(-c5nc6sc(-c7cccs7)nc6s5)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1
561,Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(C)sc(C)c5C6=O)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1
562,Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6cc(S(C)(=O)=O)sc56)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1
563,Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1
564,Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)sc3c(-c3ccc(C)s3)c3ccsc23)s1
565,Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(C)c(-c7ccccc7)s6)c6nsnc56)cc4C)sc3c(-c3ccc(C)s3)c3cc(C)sc23)s1
566,Cc1ccc(-c2c3cc(-c4sc(-c5c(F)cc(-c6cc(C)c(S)s6)c6nsnc56)cc4C)sc3c(-c3ccc(C)s3)c3cc(C)sc23)s1
567,Cc1ccc(-c2c3cc(-c4sc(-c5c(F)cc(-c6cc(C)c(S)s6)c6nsnc56)cc4C)sc3c(-c3ccc(C)s3)c3cc(S)sc23)s1
568,Cc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(C)c(-c7ccccc7)s6)c6nsnc56)cc4C)sc3c(-c3ccc(C)s3)c3cc(-c4ccccc4)sc23)s1
569,Cc1ccc(-c2c3cc(-c4sc(-c5ccc(-c6cc(C)cs6)c6nsnc56)cc4C)sc3c(-c3ccc(C)cc3)c3ccsc23)cc1
570,Cc1ccc(-c2c3cc(-c4sc(-c5sc(-c6cc(C)c(-c7ccccc7)s6)c6c5C(=O)N(C)C6=O)cc4C)sc3c(-c3ccc(C)s3)c3cc(C)sc23)s1
571,Cc1ccc(-c2c3cc(-c4sc(C5=C6C(=C(c7cc(C)c(C)s7)C(=O)N6C)N(C)C5=O)cc4C)sc3c(-c3ccc(C)s3)c3cc(C)sc23)s1
572,Cc1ccc(-c2c3cc(-c4sc5cc(-c6ccc(-c7csc8c(C)csc78)c7nsnc67)sc5c4C)sc3c(-c3ccc(C)s3)c3ccsc23)s1
573,Cc1ccc(-c2c3ccccc3c(-c3ccc(C)cc3)c3cc4ccccc4cc23)cc1
574,Cc1ccc(-c2cc(O)c(-c3sc(-c4ccc(-c5sc(-c6ccc(C7=C8C(=O)N(O)C(c9ccc(-c%10cc(O)c(C)s%10)s9)=C8C(=O)N7O)s6)cc5O)s4)cc3O)s2)s1
575,Cc1ccc(-c2cc(S)c(-c3sc(-c4ccc(-c5cc(S)c(-c6ccc(C7=C8C(=O)N(S)C(c9ccc(-c%10sc(C)cc%10S)s9)=C8C(=O)N7S)s6)s5)s4)cc3S)s2)s1
576,Cc1ccc(-c2cc3c(-c4ccc(-c5cccs5)s4)c4sc(-c5ccc(-c6c(F)cc(-c7ccc(S)s7)c7nsnc67)s5)cc4c(-c4ccc(C)s4)c3s2)s1
577,Cc1ccc(-c2cc3c(cc(-c4ccc(-c5cc6sc(C)cc6s5)s4)c4nsnc43)s2)s1
578,Cc1ccc(-c2cc3c(oc4cccc5c4c3c3cccc4oc6c7cc(Br)ccc7c(-c7ccc(C)cc7)cc6c5c43)c3cc(Br)ccc23)cc1
579,Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(C)C)-c2sc(-c3ccc(-c5c(C(=O)O)c(C(=O)O)c(C)c6nsnc56)s3)cc2C4(C)C)s1
580,Cc1ccc(-c2cc3c(s2)-c2sc(-c4ccc(-c5c(C(=O)OS)c(C(=O)OS)c(C)c6nsnc56)s4)cc2[Si]3(C)C)s1
581,Cc1ccc(-c2cc3c(s2)-c2sc(-c4ccc(-c5cc(-c6ccccc6)c(/C=C/c6sc(C)cc6-c6ccccc6)s5)s4)cc2[Si]3(c2ccccc2)c2ccccc2)s1
582,Cc1ccc(-c2cc3c(s2)-c2sc(-c4ccc(-c5cc(S)c(C(S)=C(S)c6sc(C)cc6S)s5)s4)cc2[Si]3(S)S)s1
583,Cc1ccc(-c2cc3c(s2)-c2sc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(C)s9)c9nsnc89)s7)s6)s5)c5nsnc45)cc2C3(C)C)cc1
584,Cc1ccc(-c2cc3c(s2)-c2sc(-c4ccc(-c5sc(/C=C/c6cc(S)c(C)s6)cc5S)s4)cc2[Si]3(S)S)s1
585,Cc1ccc(-c2cc3c(s2)-c2sc(C4=C5C(=O)NC(c6cc7c(s6)-c6sc(C)cc6C7)=C5C(=O)N4)cc2C3)s1
586,Cc1ccc(-c2cc3c(s2)/C(=C2\C=Cc4cc(-c5cccs5)sc42)C=C3)s1
587,Cc1ccc(-c2cc3c(s2)C2=C4C(=O)N5C=Cc6ccsc6C5=C4C(=O)N2C=C3)s1
588,Cc1ccc(-c2cc3c(s2)c2sc(-c4ccc(-c5c6c(c(-c7ccc(-c8cc9c(C)c%10sc(C)cc%10c(C)c9s8)s7)c7c5=NCN=7)C(=O)N(C)C6=O)s4)cc2c2c(C)c(C)sc32)s1
589,Cc1ccc(-c2ccc(-c3cc(F)c(-c4cc5c(s4)-c4sc(-c6c(F)cc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc67)cc4[Si]5(C)C)c4nsnc34)s2)s1
590,Cc1ccc(-c2ccc(-c3cc4c5cc6c(=O)[nH]c(=O)c7cc8c9sc(C)cc9c9cc%10c(=O)[nH]c(=O)c%11cc(c4s3)c3c5c(c67)c8c9c3c%10%11)s2)s1
591,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(C)c6sc(-c7sc(-c8ccc(-c9cc(-c%10ccccc%10)c(-c%10cc%11c(C)c%12sc(C)cc%12c(C)c%11s%10)s9)c9nsnc89)cc7-c7ccccc7)cc6c(C)c5s4)s3)c3nsnc23)s1
592,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(C)c6sc(-c7sc(-c8ccc(-c9sc(-c%10cc%11c(C)c%12sc(C)cc%12c(C)c%11s%10)cc9C)c9nsnc89)cc7C)cc6c(C)c5s4)s3)c3nsnc23)s1
593,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(C)c6sc(-c7sc(-c8ccc(-c9sc(-c%10cc%11c(C)c%12sc(C)cc%12c(C)c%11s%10)cc9O)c9nsnc89)cc7O)cc6c(C)c5s4)s3)c3nsnc23)s1
594,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(S)c6sc(-c7cc(S)c(-c8ccc(-c9cc(S)c(-c%10cc%11c(S)c%12sc(C)cc%12c(S)c%11s%10)s9)c9nsnc89)s7)cc6c(S)c5s4)s3)c3nsnc23)s1
595,Cc1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4sc6c7c(sc6c4C5(S)S)-c4sc(C)cc4C7(S)S)s3)c3nsnc23)s1
596,Cc1ccc(-c2ccc(-c3ccc(-c4cc5cc6sc(-c7ccc(-c8ccc(-c9ccc(-c%10cc%11cc%12sccc%12cc%11s%10)s9)c9nsnc89)s7)cc6cc5s4)s3)c3nsnc23)s1
597,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc(S)c(C(S)=C(S)c6sc(C)cc6S)s5)s4)s3)s2)s1
598,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5cc6c(=O)[nH]c(=O)c7ccc8c9c(-c%10ccc(-c%11ccc(-c%12ccc(-c%13ccc(-c%14cc%15c(=O)[nH]c(=O)c%16cc(C)c%17c%18ccc%19c(=O)[nH]c(=O)c%20ccc(c%14c%17c%16%15)c%18c%19%20)s%13)s%12)s%11)s%10)cc%10c(=O)[nH]c(=O)c%11ccc(c5c8c76)c9c%11%10)s4)s3)s2)s1
599,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccs8)s7)s6)s5)s4)s3)s2)s1
600,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc6ccc(-c7ccc(-c8ccc(-c9ccc(N)s9)c9nsnc89)s7)cc6c5)o4)cc3)o2)cc1
601,Cc1ccc(-c2ccc(-c3ccc(-c4sc(C)c5c4C(=O)NC5=O)s3)c3nsnc23)s1
602,Cc1ccc(-c2ccc(-c3ccc(-c4sc(C)c5c4C(=O)NC5=O)s3)s2)s1
603,Cc1ccc(-c2ccc(-c3ccc(-c4sc(C)c5nccnc45)s3)c3nsnc23)s1
604,Cc1ccc(-c2ccc(-c3ccc(C)s3)c3nsnc23)s1
605,Cc1ccc(-c2ccc(-c3ccc(C4=C5C(=O)NC(c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10cccs%10)s9)s8)s7)o6)=C5C(=O)N4)o3)s2)s1
606,Cc1ccc(-c2ccc(-c3ccc(C4=C5C(=O)NC(c6ccc(-c7ccc(-c8ccc(C9=C%10C(=O)NC(c%11cccs%11)=C%10C(=O)N9)s8)s7)s6)=C5C(=O)N4)s3)s2)s1
607,Cc1ccc(-c2ccc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc67)cc4[Si]5(C)C)c4nsnc34)s2)s1
608,Cc1ccc(-c2ccc(-c3cnc(-c4ncc(-c5ccc(-c6ccc(C)s6)s5)s4)s3)s2)s1
609,Cc1ccc(-c2ccc(-c3nc(-n4c5ccccc5c5c6cccc7c8cccc9c8c(cc8c9c9ccccc9n8-c8ccccc8)c(cc54)c76)nc4ccccc34)cc2)cc1C
610,Cc1ccc(-c2ccc(-c3ncc(-c4cc5c(s4)-c4sc(-c6cnc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc67)cc4[Si]5(C)C)c4nsnc34)s2)s1
611,Cc1ccc(-c2ccc(-c3sc(-c4ccc(-c5ccc(C)cc5)s4)c4nc5c6ccc7c(=O)[nH]c(=O)c8ccc(c5nc34)c6c87)s2)cc1
612,Cc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(C)s6)s5)=C4C(=O)N3C(=O)OC(C)(C)C)s2)s1
613,Cc1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6ccc(-c7cc8sc(C)cc8s7)s6)s5)=C4C(=O)N3C)s2)s1
614,Cc1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6ccc(S)n6C)n5C)=C4C(=O)N3C)n2C)n1C
615,Cc1ccc(-c2ccc(C3=C4C(=O)N(C)C(c5ccco5)=C4C(=O)N3C)o2)c2nsnc12
616,Cc1ccc(-c2ccc(C3=C4C(=O)N(N)C(c5ccc(-c6ccc(-c7cc8sc(C)cc8s7)s6)s5)=C4C(=O)N3N)s2)o1
617,Cc1ccc(-c2ccc(C3=C4C(=O)N(N)C(c5ccc(-c6ccc(C)s6)s5)=C4C(=O)N3N)s2)s1
618,Cc1ccc(-c2ccc(C3=C4C(=O)N(S)C(c5ccc(S)s5)=C4C(=O)N3S)s2)o1
619,Cc1ccc(-c2ccc(C3=C4C(=O)NC(c5ccc(-c6ccc(-c7ccc(-c8cccs8)s7)o6)s5)=C4C(=O)N3)s2)o1
620,Cc1ccc(-c2ccc(C3=C4C(=O)NC(c5ccc(-c6ccc(-c7ccc(-c8cccs8)s7)s6)o5)=C4C(=O)N3)o2)s1
621,Cc1ccc(-c2ccc(C3=C4C(=O)NC(c5ccco5)=C4C(=O)N3)s2)s1
622,Cc1ccc(-c2ccc(C3=c4cc5c(cc4N(N)C3=O)=C(c3ccc(C)o3)C(=O)N5N)o2)cc1
623,Cc1ccc(-c2ccc3c4ccc5c(=O)n(-c6c(C(C)C)cccc6C(C)C)c(=O)c6ccc(c7cccc2c73)c4c65)s1
