,smiles
164,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(ccc6ccsc65)s4)o3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccco1
165,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(ccc6sc(S)cc65)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cc(S)cs1
166,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)c4sc(C)cc4c4oc(-c6ccccc6)c(-c6ccccc6)c54)o3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)o1
167,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5ccc6cc(-c7ccccc7)sc6c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1
168,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(S)s5)s4)o3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(S)o1
169,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C(\C#N)c5cccs5)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(/C=C(\C#N)c3cccs3)s2)s1
170,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc5c6ccc(C)cc6c6oc(-c7ccccc7)c(-c7ccccc7)c6c5c4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1
171,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc5cc(S)ccc5c4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(S)o1
172,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(B4OC(C)(C)C(C)(C)O4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(B2OC(C)(C)C(C)(C)O2)s1
173,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccco3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccco1
174,CCCCCCCCC(CCCCCCCC)n1c2cc(C)c3cccc4c5cccc6c(-c7ccc(-c8ccc(-c9ccc(C)s9)c9nsnc89)s7)cc1c(c65)c2c34
175,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc21
176,CCCCCCCCC1(C)c2cc3c(cc2-c2sc(C)cc21)C(C)(CCCCCCCC)c1cc(-c2ccc(C)c4nsnc24)sc1-3
177,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1ccc(-c2ccc(-c5ccc(C)s5)s2)cc1C4=C(C#N)C#N)C(=C(C#N)C#N)c1cc(C)ccc1-3
178,CCCCCCCCC1=CN2C(=O)C3=C4c5oc(Br)cc5C(CCCCCCCC)=CN4C(=O)C3=C2c2oc(Br)cc21
179,CCCCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(-c3cccs3)s2)s1
180,CCCCCCCCCCC1=CN2C(=O)C3=C4c5sc6ccsc6c5C(CCCCCCCCCC)=CN4C(=O)C3=C2c2sc3ccsc3c21
181,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(C)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(/C=C/c3ccc(C)s3)s2)s1
182,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2ccsc2-c2sc(C3=C4C(=O)NC(c5cc6c(s5)-c5sccc5C6(CCCCCCCCCCCC)CCCCCCCCCCCC)=C4C(=O)N3)cc21
183,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc(S)sc2-c2sc(-c3ccc(/C=C/c4ccc(S)s4)s3)cc21
184,CCCCCCCCCCCCCCCCCCOc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(OCCCCCCCCCCCCCCCCCC)cc6)s5)=C4C(=O)N3C(=O)OC(C)(C)C)s2)cc1
185,CCCCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCCCC)c(-c3ccc(/C=C/c4ccc(O)s4)s3)s2)sc1O
186,CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc(C)cc(C)c2)s1
187,CCCCCCCCCCCCN1C(=O)C2=C(c3ccc(-c4cc(F)c(F)c(F)c4)s3)N(CCCCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc(F)c(C)c(F)c2)s1
188,CCCCCCCCCCCCOC(=O)c1c(CCCCCC)c2cc(-c3ccc(C4=C5C(=O)N(CC(CCCC)CCCCCC)C(c6ccc(C)o6)=C5C(=O)N4CC(CCCC)CCCCCC)o3)sc2c2sc(C)cc12
189,CCCCCCCCCCCCOC(=O)c1c2cc(-c3ccc(-c4c(C)c(OCCCCCCCC)c(-c5cccs5)c5nsnc45)s3)sc2c(C(=O)OCCCCCCCCCCCC)c2ccsc12
190,CCCCCCCCCCCCOc1cc2c(cc1C)C=CN1C(=O)C3=C4c5cc(C)c(C)cc5C=CN4C(=O)C3=C21
191,CCCCCCCCCCCCc1c(-c2ccccc2)sc2c1C=CN1C(=O)C3=C4c5sc(-c6cc7sc(C)cc7s6)c(CCCCCCCCCCCC)c5C=CN4C(=O)C3=C21
192,CCCCCCCCCCCCc1c(O)sc2c1C=CN1C(=O)C3=C4c5sc(-c6cc7sc(C)cc7s6)c(CCCCCCCCCCCC)c5C=CN4C(=O)C3=C21
193,CCCCCCCCCCCCc1c2cc(-c3ccc(-c4ccc(-c5ccccc5)s4)c4nsnc34)sc2c(CCCCCCCCCCCC)c2cc(-c3ccc(C)c4nsnc34)sc12
194,CCCCCCCCCCCCc1c2cc(-c3ccc(-c4ccc(C)s4)s3)c(=O)c2c(CCCCCCCCCCCC)c2cc(C)c(=O)c12
195,CCCCCCCCCCCCc1c2cc(-c3ccc(C)s3)c(=O)c2c(CCCCCCCCCCCC)c2cc(C)c(=O)c12
196,CCCCCCCCCCCCc1cc(-c2c(Cl)cc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(s4)/C(=C4\CCc6cc(C)sc64)CC5)s3)c3nsnc23)sc1C
197,CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3ccc(/C=C/c4ccc(S)s4)s3)s2)sc1S
198,CCCCCCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CC)CCCC)C(=O)/C3=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(Br)s4)ccc32)sc1Br
199,CCCCCCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CC)CCCC)C(=O)/C3=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(C)s4)ccc32)sc1C
200,CCCCCCCCCCCCc1cc(-c2ccccc2)sc1/C=C/c1sc(-c2ccc(/C=C/c3ccc(-c4ccccc4)s3)s2)cc1CCCCCCCCCCCC
201,CCCCCCCCCCCCc1csc(-c2ccc3c(c2)N(CC(CC)CCCC)C(=O)/C3=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4cc(CCCCCCCCCCCC)cs4)ccc32)c1
202,CCCCCCCCN1C(=O)C2=C(c3cc4c(OS)c5sc(-c6cc7c(OS)c8sc(C)cc8c(S)c7s6)cc5c(S)c4s3)N(CCCCCCCC)C(=O)C2=C1C
203,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C)s4)s3)N(CC)C(=O)C2=C1c1ccc(C)s1
204,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4sc(C5=CC=CC6=C(c7sc(C)c(-c8ccccc8)c7-c7ccccc7)C=CC=C5C6)c(-c5ccccc5)c4-c4ccccc4)s3)N(CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
205,CCCCCCCCN1C(=O)c2c(C)sc(-c3cc4c(s3)c3sc(-c5sc(-c6cc7c(s6)-c6sc(C)cc6[Si]7(CC(CC)CCCC)CC(CC)CCCC)c6c5C(=O)N(CCCCCCCC)C6=O)cc3n4CC(CC)CCCC)c2C1=O
206,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3c4cc(C(=O)OCC(CC)CCCC)sc4c(C)c4cc(C(=O)OCC(CC)CCCC)sc34)s2)c2nsnc2c1-c1ccc(C)s1
207,CCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CCCCCCCC)CCCCCCCC)cc3C)nc2s1
208,CCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4sc(-c5cc(CCCCCCCC)c(C)s5)cc4CCCCCCCC)cc3C)nc2s1
209,CCCCCCCCOc1cccc(-c2nc3c(-c4cc5c(s4)-c4sc(-c6ccc(-c7ccc(-c8cc9c(s8)-c8sc(C)cc8C9(N)N)s7)s6)cc4C5(N)N)ncc(C)c3nc2-c2cccc(C)c2)c1
210,CCCCCCCCc1cc(-c2cc(CCCCCCCC)c(-c3cc(CCCCCCCC)c(/C=C/c4sc(C)cc4CCCCCCCC)s3)s2)sc1C
211,CCCCCCN1C(=O)/C(=C2/C(=O)N(CCCCCC)c3cc(-c4ccc(-c5ccccc5)s4)ccc32)c2ccc(-c3ccc(-c4ccccc4)s3)cc21
212,CCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)s4)s3)sc2C1=O
213,CCCCCCOc1ccc(-c2ccc(-c3ccc(-c4ccc(C5=C6C(=O)NC(c7ccc(-c8ccc(-c9ccc(-c%10ccc(OCCCCCC)cc%10)s9)s8)s7)=C6C(=O)N5)s4)s3)s2)cc1
214,CCCCCCOc1ccc(-c2ccc(-c3ccc(C4=C5C(=O)NC(c6ccc(-c7ccc(-c8ccc(OCCCCCC)cc8)s7)s6)=C5C(=O)N4)s3)s2)cc1
215,CCCCCCc1c(C#N)c2cc(C)sc2c2sc(-c3ccc(-c4ccc5c(c4)N(CC(CCCC)CCCCCC)C(=O)/C5=C4/C(=O)N(CC(CCCC)CCCCCC)c5cc(-c6ccc(-c7ccccc7)s6)ccc54)s3)cc12
216,CCCCCCc1c(C(=O)OC)c2cc(C)sc2c2sc(-c3ccc(-c4ccc5c(c4)N(CC(CCCC)CCCCCC)C(=O)/C5=C4/C(=O)N(CC(CCCC)CCCCCC)c5cc(-c6ccc(S)s6)ccc54)s3)cc12
217,CCCCCCc1c(C(=O)OC)c2cc(C)sc2c2sc(-c3ccc(-c4ccc5c(c4)N(CC(CCCC)CCCCCC)C(=O)/C5=C4/C(=O)N(CC(CCCC)CCCCCC)c5cc(-c6cccs6)ccc54)s3)cc12
218,CCCCCCc1c(C(=O)OC)c2ccsc2c2sc(-c3ccc(C4=C5C(=O)N(CC(CCCC)CCCCCC)C(c6ccco6)=C5C(=O)N4CC(CCCC)CCCCCC)o3)cc12
219,CCCCCCc1c(C(=O)Oc2ccccc2)c2cc(C)sc2c2sc(-c3ccc(-c4ccc5c(c4)N(CC(CCCC)CCCCCC)C(=O)/C5=C4/C(=O)N(CC(CCCC)CCCCCC)c5cc(-c6ccc(C)s6)ccc54)s3)cc12
220,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sc(-c6c(F)c(F)c(-c7cc8c(s7)-c7sc(S)cc7[Si]8(C)C)c(F)c6F)cc4[Si]5(C)C)s3)c3nsnc23)sc1S
221,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4ccc5c6ccc(C)cc6c6oc(-c7ccccc7)c(-c7ccccc7)c6c5c4)s3)c3nsnc23)sc1-c1ccccc1
222,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(-c4ccc5c6ccc(C)cc6c6oc(-c7ccccc7)c(-c7ccccc7)c6c5c4)s3)c3nsnc23)sc1O
223,CCCCCCc1cc(-c2nnc(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sc(C)cc4C5(CCCCCC)CCCCCC)s3)nn2)sc1C
224,CCCCCCc1cc(-c2sc(-c3cc(C)c(C)s3)c3cc(C)sc23)sc1-c1ccc(C)s1
225,CCCCCCc1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccc(-c6ccc(-c7ccc(CCCCCC)s7)s6)s5)c(-c5sc(-c6ccc(-c7ccc(C)s7)s6)cc5-c5ccc(-c6ccc(-c7ccc(CCCCCC)s7)s6)s5)s4)s3)s2)s1
226,CCCCCCc1ccc(-c2ccc(-c3ccc(-c4ccc(C5=C6C(=O)NC(c7ccc(-c8ccc(-c9ccc(-c%10ccc(CCCCCC)s%10)s9)s8)s7)=C6C(=O)N5)s4)s3)s2)s1
227,CCCCCCc1ccc(-c2ccc3c4ccc5c(=O)n(-c6c(C(C)C)cccc6C(C)C)c(=O)c6ccc(c7cccc2c73)c4c65)s1
228,CCCCCCc1ccsc1-c1ccc(-c2ccc(-c3sc(C4=C5C(=O)NC(c6cc(CCCCCC)c(-c7ccc(-c8ccc(-c9sccc9CCCCCC)s8)s7)s6)=C5C(=O)C4)cc3CCCCCC)s2)s1
229,CCCCCCc1csc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6cc(CCCCCC)cs6)s5)=C4C(=O)N3C(=O)OC(C)(C)C)s2)c1
230,CCCCCCc1sc(-c2ccc(-c3sc(C(C)(C)C)c(CC(C)(C)C)c3O)c3nsnc23)c(O)c1O
231,CCCC[Si](C#Cc1c2ccccc2c2nc3ccc4c(C#C[Si](CCCC)(C(C)C)C(C)C)c5ccccc5c5nc6ccc1c2c6c3c45)(C(C)C)C(C)C
232,CCCCc1ccc(C2=C3C(=O)N(c4ccccc4)C(c4ccc(C)s4)=C3C(=O)N2c2ccccc2)s1
233,CCCN1C(=O)C2=C(C3=CC(C)=C(c4cc(O)c(O)s4)C3)N(CC(O)O)C(=O)C2=C1c1ncc(O)s1
234,CCCOc1c(-c2ccc(-c3ccc(/C=C(\C#N)c4cccs4)s3)s2)ccc2c(OCCC)c(-c3ccc(-c4ccc(/C=C(\C#N)c5cccs5)s4)s3)ccc12
235,CCCn1c2cc(/C=C(\C#N)c3ccc(C#N)s3)sc2c2c3nsnc3c3c4sc(/C=C(\C#N)c5ccc(C#N)s5)cc4n(CCC)c3c21
236,CCCn1c2cc(/C=C(\C#N)c3cccs3)sc2c2sc(/C=C(\C#N)c3cccs3)cc21
237,CCN1C(=O)/C(=C2/C(=O)N(CC)c3cc(-c4sc(C)c5c4OCCO5)ccc32)c2ccc(C)cc21
238,CCOC(=O)/C(C#N)=C/c1cc(CC)c(-c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(CC)C(c7ccc(-c8cc(CC)c(-c9ccc(-c%10sc(/C=C(\C#N)C(=O)OCC)cc%10CC)s9)s8)s7)=C6C(=O)N5CC)s4)cc3CC)s2)s1
239,CCOc1cc(-c2ccccc2)c2oc(C3=C4C(=O)NC(c5cc6ccccc6o5)=C4C(=O)N3)cc2c1
240,CC[Si](C#Cc1c2cc3c(C)ccc(C)c3cc2c(C#C[Si](CC)(CC)CC)c2cc3c(C)ccc(C)c3cc12)(CC)CC
241,CCc1c(C)c(-c2cc(-c3ccccc3)c(-c3cc(-c4ccccc4)c(-c4ccccc4)s3)s2)c2c(c1-c1cc3c(s1)-c1sc(-c4ccccc4)cc1C3(c1ccccc1)c1ccccc1)=NCN=2
242,CCc1c(C)c(-c2cc(O)c(O)s2)c2c(c1-c1cc3c(s1)-c1sc(O)cc1C3(O)O)=NCN=2
243,CCc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC)C(c7cccs7)=C6C(=O)N5CC)s4)sc3c(-c3ccc(CC)c(F)c3)c3cc(-c4ccc(C5=C6C(=O)N(CC)C(c7cccs7)=C6C(=O)N5CC)s4)sc23)cc1F
244,CCc1ccc(-c2c3ccccc3c(-c3ccc(CC)cc3)c3c(-c4ccc(CC)cc4)c4ccccc4c(-c4ccc(CC)cc4)c23)cc1
245,CCc1ccc(-c2ccc(-c3ccc(Cc4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)s3)c3nsnc23)s1
246,CCc1ccc(C2=C3C(=O)N(N)C(c4cnc(-c5cc6ccc(C)cc6s5)s4)=C3C(=O)N2N)cc1
247,CCc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc(-c6cccs6)c6nc(-c7cccc(CC)c7)c(-c7cccc(CC)c7)nc56)s4)c3nc2-c2cccc(CC)c2)c1
248,CCc1ccccc1NC(=O)c1cc2ccc3c4ccccc4[nH]c3c2c(N=Nc2ccc(N(c3ccc(C)cc3)c3ccc(N=Nc4c(O)c(C(=O)Nc5ccccc5CC)cc5ccc6c7ccccc7[nH]c6c45)cc3)cc2)c1O
249,CCc1sc(-c2c3nnsc3c(-c3cc(C)c(CC)s3)c3nnsc23)cc1C
250,CCc1sc(-c2sc(-c3cc(N)c(CC)s3)c3snnc23)cc1N
251,CN(C)C1=C(S)C(S)=C(C(S)=C2CC=CC2=O)C1
252,CN(C)C1=C(c2ccccc2)C(c2ccccc2)=C(/C(=C2/CC=CC2=O)c2ccccc2)C1
253,CN(C)C1=C(c2ccccc2)C(c2ccccc2)=C(/C=C2/C(=O)N(c3ccccc3)C(=O)C(C#N)=C2c2ccccc2)C1
254,CN(C)c1ccc(-c2c3ccccc3c(Nc3c4ccccc4c(S)c4ccccc34)c3ccccc23)c2ccccc12
255,CN1C(=CC2=CC(=C(C#N)C#N)C=C(c3ncnc(C4=CC(=C(C#N)C#N)C=CS4)n3)S2)Sc2ccccc21
256,CN1C(=CC2=CC=C(c3ncc(C4=CC=CC5N=C(F)C(F)=NC45)cn3)C3N=C(F)C(F)=NC23)Oc2ccccc21
257,CN1C(=CC2=CC=C(c3nccc(C(=O)O)n3)C3N=C(F)C(F)=NC23)C(c2ccccc2)(c2ccccc2)c2ccccc21
258,CN1C(=Cc2c(F)c(F)c(-c3ncc(-c4c(F)c(F)cc5nsnc45)cn3)c3nsnc23)C(C)(C)c2ccccc21
259,CN1C(=Cc2c(F)cc(-c3nccc(-c4cc(F)cc5nsnc45)n3)c3nsnc23)Oc2ccccc21
260,CN1C(=Cc2cocc2C(=O)c2sccc2-c2ncnc(-c3ccsc3C(=O)c3ccoc3)n2)Oc2ccccc21
261,CN1C(=O)/C(=C2/C(=O)N(C)c3cc(-c4cccs4)ccc32)c2ccc(-c3cccs3)cc21
262,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)ccc32)c2ccccc21
263,CN1C(=O)C(=C2C(=O)N(C)c3cc(-c4cnc(-c5cc6c(s5)-c5sccc5C65OCCO5)nc4)ccc32)c2ccccc21
264,CN1C(=O)C(=CC2=CC=C(C3=C4C(=O)N(C)C(c5ncccn5)=C4C(=O)N3C)C3N=C(F)C(F)=NC23)C(=O)N(C)C1=O
265,CN1C(=O)C(=CC2=CC=C(c3ncc(-c4c5c(cc6cscc46)N=S=N5)cn3)C3N=C(F)C(F)=NC23)C(=O)N(C)C1=O
266,CN1C(=O)C(=Cc2c(F)cc(-c3ccnc(-c4c5c(cc6cscc46)N=S=N5)n3)c3nsnc23)C(=O)N(C)C1=O
267,CN1C(=O)C(=Cc2c3c(c(-c4ncc(-c5nccnn5)cn4)c4cscc24)N=S=N3)C(=O)N(C)C1=O
268,CN1C(=O)C(=Cc2ccc3nc(C4=C5C(=O)N(C)C(c6scc7c6OCCS7)=C5C(=O)N4C)oc3c2)C(=O)N(C)C1=O
269,CN1C(=O)C(=Cc2cnc(-c3ccnc(-c4cc5ccn6c7ccccc7sc(c4)c56)n3)nn2)C(=O)N(C)C1=O
270,CN1C(=O)C(=Cc2cnc(-c3cnc(-c4c5c(cc6cscc46)N=S=N5)nc3)nn2)C(=O)N(C)C1=O
271,CN1C(=O)C(=Cc2ncc(C3=C4C(=O)N(C)C(C5=C6OCCOC6=C[Si]5(C)C)=C4C(=O)N3C)nn2)C(=O)N(C)C1=O
272,CN1C(=O)C(=Cc2nccc(C=CC3=C4C(=O)N(C)C(c5ncccn5)=C4C(=O)N3C)n2)C(=O)N(C)C1=O
273,CN1C(=O)C(=Cc2sc(-c3cnc(C4=C5OCCOC5=C[Si]4(C)C)nc3)c3c2SCCO3)C(=O)N(C)C1=O
274,CN1C(=O)C(=Cc2sc(-c3ncc(C4=C5OCCOC5=C[Si]4(C)C)cn3)c3c2SCCS3)C(=O)N(C)C1=O
275,CN1C(=O)C(c2ccc(O)cc2)=c2ccc3c4c(ccc3c21)=C(c1ccc(O)cc1)C(=O)N4C
276,CN1C(=O)C2=C(C3COc4nsnc4O3)N(C)C(=O)C2=C1c1cc2c(s1)-c1sccc1[Si]2(C)C
277,CN1C(=O)C2=C(C=Cc3ccnc(N4C(=O)c5ccccc5C4=O)n3)N(C)C(=O)C2=C1C=Cc1ccncn1
278,CN1C(=O)C2=C(c3c(F)c(F)cc(F)c3F)N(C)C(=O)C2=C1c1ccc2c(c1)sc1cccc3ccn2c31
279,CN1C(=O)C2=C(c3c(F)c(F)cc4nsnc34)N(C)C(=O)C2=C1c1cc2ccn3c4ccccc4sc(c1)c23
280,CN1C(=O)C2=C(c3c(F)ccc4nsnc34)N(C)C(=O)C2=C1C1=C2OCCOC2=C[Si]1(C)C
281,CN1C(=O)C2=C(c3c(F)ccc4nsnc34)N(C)C(=O)C2=C1c1sc2c(sc3c(F)csc32)c1F
282,CN1C(=O)C2=C(c3c4c(cc5cscc35)N=S=N4)N(C)C(=O)C2=C1c1ccnc(C2COc3nsnc3O2)n1
283,CN1C(=O)C2=C(c3c4c(cc5cscc35)N=S=N4)N(C)C(=O)C2=C1c1cscc1C(=O)O
284,CN1C(=O)C2=C(c3cc(F)cc4nsnc34)N(C)C(=O)C2=C1c1cc2c(s1)-c1sccc1C2=C(C#N)C#N
285,CN1C(=O)C2=C(c3cc4c(-c5ccccc5)c5sccc5c(-c5ccccc5)c4s3)N(C)C(=O)C2=C1c1cc2c(-c3ccccc3)c3sccc3c(-c3ccccc3)c2s1
286,CN1C(=O)C2=C(c3cc4c(s3)-c3cc5c(cc3C4(C)C)-c3sccc3C5(C)C)N(C)C(=O)C2=C1C=Cc1ccncn1
287,CN1C(=O)C2=C(c3cc4c(s3)-c3cc5c(cc3C4(C)C)-c3sccc3C5(C)C)N(C)C(=O)C2=C1c1ccncn1
288,CN1C(=O)C2=C(c3cc4c(s3)-c3sccc3C4(N)N)N(C)C(=O)C2=C1c1cc2c(s1)-c1sccc1C2(N)N
289,CN1C(=O)C2=C(c3cc4c(s3)-c3sccc3C4(c3ccccc3)c3ccccc3)N(C)C(=O)C2=C1c1cc2c(s1)-c1sccc1C2(c1ccccc1)c1ccccc1
290,CN1C(=O)C2=C(c3cc4c(s3)-c3sccc3C43SCCS3)N(C)C(=O)C2=C1C1=CC=CC2N=C(F)C(F)=NC12
291,CN1C(=O)C2=C(c3cc4c(s3)-c3sccc3C43SCCS3)N(C)C(=O)C2=C1c1nc2ccccc2o1
292,CN1C(=O)C2=C(c3cc4c(s3)-c3sccc3[Si]4(C)C)N(C)C(=O)C2=C1c1ccncn1
293,CN1C(=O)C2=C(c3cc4c(s3)-c3sccc3[Si]4(c3ccccc3)c3ccccc3)N(C)C(=O)C2=C1c1nccnn1
294,CN1C(=O)C2=C(c3cc4ccn5c6ccccc6sc(c3)c45)N(C)C(=O)C2=C1C1=CC=CC2N=C(F)C(F)=NC12
295,CN1C(=O)C2=C(c3cc4sc(-c5cc6c(S)c7sc(S)cc7c(S)c6s5)cc4s3)N(C)C(=O)C2=C1c1cc2sc(S)cc2s1
296,CN1C(=O)C2=C(c3cc4sc(-c5cccs5)cc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1
297,CN1C(=O)C2=C(c3cc4sc(C(C)(C)C)c(-c5ccccc5)c4s3)N(C)C(=O)C2=C1c1cc2sc(C(C)(C)C)c(-c3ccccc3)c2s1
298,CN1C(=O)C2=C(c3cc4sc(C(C)(C)C)cc4s3)N(C)C(=O)C2=C1c1cc2sc(C(C)(C)C)cc2s1
299,CN1C(=O)C2=C(c3cc4sc5c(-c6ccccc6)c6c(sc7ccsc76)c(-c6ccccc6)c5c4s3)N(C)C(=O)C2=C1c1cc2sc3c(-c4ccccc4)c4c(sc5ccsc54)c(-c4ccccc4)c3c2s1
300,CN1C(=O)C2=C(c3cc4sc5c6sc7ccsc7c6c(-c6ccccc6)c(-c6ccccc6)c5c4s3)N(C)C(=O)C2=C1c1cc2sc3c4sc5ccsc5c4c(-c4ccccc4)c(-c4ccccc4)c3c2s1
301,CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4C5(C)C)s3)N(C)C(=O)C2=C1c1cccs1
302,CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)N(C)C(=O)C2=C1c1cccs1
303,CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)/C(=C4\CCc6cc(-c7ccc(C8=C9C(=O)N(C)C(c%10cccs%10)=C9C(=O)N8C)s7)sc64)CC5)s3)N(C)C(=O)C2=C1c1cccs1
304,CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)c4sccc4n5C)s3)N(C)C(=O)C2=C1c1cccs1
305,CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5c5ccccc45)s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccccc3c3ccccc23)s1
306,CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5o4)s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccccc3o2)s1
307,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc6sc(S)cc6s5)s4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(S)s2)s1
308,CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccccc5OC(=O)OC(C)(C)C)s4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(-c3ccccc3OC(=O)OC(C)(C)C)s2)s1
309,CN1C(=O)C2=C(c3ccc(-c4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(C(F)(F)F)cc2)s1
310,CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)N(C)C(=O)C2=C1c1cccs1
311,CN1C(=O)C2=C(c3ccc(-c4ccc5c6ccccc6n(C)c5c4)s3)N(C)C(=O)C2=C1c1cccs1
312,CN1C(=O)C2=C(c3ccc(-c4ccc5ccccc5c4)s3)N(C)C(=O)C2=C1c1cccs1
313,CN1C(=O)C2=C(c3ccc(-c4cccc(OC(=O)OC(C)(C)C)c4)s3)N(C)C(=O)C2=C1c1ccc(-c2cccc(OC(=O)OC(C)(C)C)c2)s1
314,CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(C)C(=O)C2=C1c1cccs1
315,CN1C(=O)C2=C(c3ccc(-c4ccco4)o3)N(C)C(=O)C2=C1c1ccco1
316,CN1C(=O)C2=C(c3ccc(-c4cccs4)o3)N(C)C(=O)C2=C1c1ccco1
317,CN1C(=O)C2=C(c3ccc(-c4cccs4)s3)N(C)C(=O)C2=C1c1cccs1
